10,3e-07,1.3e-06,8e-07
100,6e-07,6.12e-05,4.75e-05
1000,3.4e-06,0.0060106,0.0054308
5000,1.88e-05,0.135148,0.103737
10000,2.74e-05,0.602542,0.456016
20000,5.65e-05,2.37503,2.14372
