10,4e-07,1e-06,9e-07
100,1.6e-06,4.03e-05,2.23e-05
1000,9.5e-06,0.0031629,0.0014296
5000,4.63e-05,0.0499368,0.0281861
10000,4.06e-05,0.204634,0.0991314
20000,0.0001568,1.10162,0.317856
