10,2.8e-06,2.6e-06,2.5e-06
100,3.93e-05,3.79e-05,4.66e-05
1000,0.0005656,0.0004993,0.0004221
5000,0.0029528,0.0029103,0.0024406
10000,0.0045058,0.0042734,0.003698
20000,0.0088384,0.0079124,0.0058959
