10,4e-07,5e-07,5e-07
100,2.1e-05,2.11e-05,2.78e-05
1000,0.0013909,0.001059,0.0011756
5000,0.0259267,0.0242316,0.0272539
10000,0.115123,0.0874327,0.123979
20000,0.400842,0.365508,0.338689
